INTERNO	DESCRICAO	QUANTIDADE	CODIGO EAN
20805	CALCA J. DOCE TRAMA 181339	1	7900096084386,00
23272	CALCA J. DOCE TRAMA 201883	4	7900096159565,00
20806	CALCA J. DOCE TRAMA104754	4	7900096091438,00
5685	CALCA J. FATAL 9584, 9583, 9585, 9586	1	7909235332302,00
3848	CALCA J. OPOSICAO LYCRA 34754	1	7909314373578,00
7029	CALCA J. OPOSICAO LYCRA 34756	1	7909314381382,00
2768	CALCA J. OPOSICAO LYCRA 41386	1	7909451421187,00
9620	CALCA J. OPOSICAO LYCRA 43088	2	7909451908855,00
9118	CALCA J. OPOSICAO LYCRA 43105	1	7909451916768,00
2138	CALCA J. OPOSICAO LYCRA 43124	1	7909451912005,00
8027	CALCA J. OPOSICAO LYCRA 43135	1	7909451914443,00
10933	CALCA J. OPOSICAO LYCRA 44567	1	7909642916492,00
12564	CALCA J. OPOSICAO LYCRA 46894	1	7909642267235,00
12365	CALCA J. OPOSICAO LYCRA 47857	1	7909642342826,00
18758	CALCA J. OPOSICAO LYCRA 61573	1	7909888226256,00
10934	CALCA J. OPOSICAO LYCRA 61611	2	7909888139624,00
18759	CALCA J. OPOSICAO LYCRA 61674	5	7909888162738,00
8487	CALCA J. OPOSICAO LYCRA 61676	2	7909888157062,00
18760	CALCA J. OPOSICAO LYCRA 61677	1	7909888163704,00
12565	CALCA J. OPOSICAO LYCRA 61678	4	7909888168242,00
3864	CALCA J. OPOSICAO LYCRA 61687	2	7909888164213,00
3952	CALCA J. OPOSICAO LYCRA 61694	2	7909888156881,00
18761	CALCA J. OPOSICAO LYCRA 61695	2	7909888164336,00
2239	CALCA J. OPOSICAO LYCRA 61713	3	7909888161939,00
18762	CALCA J. OPOSICAO LYCRA 61722	2	7909888160499,00
10935	CALCA J. OPOSICAO LYCRA 61734	3	7909888160383,00
12746	CALCA J. OPOSICAO LYCRA 61940	2	7909888168624,00
19999	CALCA J. OPOSICAO LYCRA 65189	3	7909888332582,00
19902	CALCA J. OPOSICAO LYCRA 65192	2	7909888332919,00
20250	CALCA J. OPOSICAO LYCRA 65249	5	7909888353617,00
19899	CALCA J. OPOSICAO LYCRA 65252	4	7909888333800,00
20245	CALCA J. OPOSICAO LYCRA 65262	1	7909888334500,00
19900	CALCA J. OPOSICAO LYCRA 65263	3	7909888334579,00
19904	CALCA J. OPOSICAO LYCRA 65272	1	7909888335958,00
20251	CALCA J. OPOSICAO LYCRA 65280	2	7909888336832,00
19901	CALCA J. OPOSICAO LYCRA 65286	3	7909888339697,00
20000	CALCA J. OPOSICAO LYCRA 65294	1	7909888342536,00
19897	CALCA J. OPOSICAO LYCRA 66260	1	7909888394009,00
19910	CALCA J. OPOSICAO LYCRA 66263	2	7909888359381,00
19903	CALCA J. OPOSICAO LYCRA 66265	3	7909888393712,00
19998	CALCA J. OPOSICAO LYCRA 66266	1	7909888360486,00
21439	CALCA J. OPOSICAO LYCRA 67717	4	7909888557305,00
21440	CALCA J. OPOSICAO LYCRA 67731	3	7909888523133,00
21441	CALCA J. OPOSICAO LYCRA 67734	2	7909888525908,00
21443	CALCA J. OPOSICAO LYCRA 67743	8	7909888662337,00
21444	CALCA J. OPOSICAO LYCRA 67752	5	7909888524864,00
21445	CALCA J. OPOSICAO LYCRA 67759	1	7909888524499,00
21446	CALCA J. OPOSICAO LYCRA 67769	3	7909888556674,00
21447	CALCA J. OPOSICAO LYCRA 67775	3	7909888523379,00
1252	CALCA J. OPOSICAO LYCRA 76743	5	7900203479005,00
4330	CALCA J. OPOSICAO LYCRA 76744	5	7900203478893,00
13705	CALCA J. OPOSICAO LYCRA 76748	4	7900203494183,00
6820	CALCA J. OPOSICAO LYCRA 76749	5	7900203482449,00
3607	CALCA J. OPOSICAO LYCRA 76751 	5	7900203494442,00
9758	CALCA J. OPOSICAO LYCRA 76760	4	7900203492929,00
3079	CALCA J. OPOSICAO LYCRA 76765	7	7900203479180,00
25838	CALCA J. OPOSICAO LYCRA 76766	5	7900203494060,00
9202	CALCA J. OPOSICAO LYCRA 76769	4	7900203494350,00
9977	CALCA J. OPOSICAO LYCRA 76771	5	7900203478749,00
10601	CALCA J. OPOSICAO LYCRA 76774	8	7900203480223,00
25843	CALCA J. OPOSICAO LYCRA 76776	6	7900203488144,00
1130	CALCA J. OPOSICAO LYCRA 76778	3	7900203493414,00
11762	CALCA J. OPOSICAO LYCRA 77832	4	7900203487628,00
8701	CALCA J. OPOSICAO MASC. 41173, 43022	1	7909451404708,00
10640	CALCA J. OPOSICAO MASC. 44485 44487	1	7909642905960,00
1654	CALCA J. OPOSICAO MASC. 47726	1	7909642319415,00
18755	CALCA J. OPOSICAO MASC. 61602	1	7909888134940,00
150	CALCA J. OPOSICAO MASC. 61616	1	7909888135343,00
2088	CALCA J. OPOSICAO MASC. 61618	2	7909888156461,00
4791	CALCA J. OPOSICAO MASC. 67630	1	7909888541168,00
21433	CALCA J. OPOSICAO MASC. 67657	2	7909888518368,00
21434	CALCA J. OPOSICAO MASC. 67660	1	7909888569834,00
1095	CALCA J. OPOSICAO MASC. 76682	6	7900203482883,00
25841	CALCA J. OPOSICAO MASC. 76684	3	7900203485921,00
1124	CALCA J. OPOSICAO MASC. 76688	4	7900203490581,00
3063	CALCA J. OPOSICAO MASC. 76694	5	7900203483507,00
1557	CALCA J. OPOSICAO MASC. 76696	3	7900203490888,00
25836	CALCA J. OPOSICAO MASC. 76697	6	7900203490512,00
10639	CALCA J. OPOSICAO MASC. 76704	3	7900203490789,00
365	CALCA J. OPPNUS 1092	1	2012474287483,00
16202	CALCA J. OPPNUS LYCRA 011	1	9820044064896,00
13485	CALCA J. OPPNUS LYCRA 016	1	9820043944649,00
15407	CALCA J. OPPNUS LYCRA 035	1	9820044066166,00
13836	CALCA J. OPPNUS LYCRA 042	3	9820043950121,00
9269	CALCA J. OPPNUS LYCRA 066	1	
10806	CALCA J. OPPNUS LYCRA 08	2	9820043674836,00
6330	CALCA J. OPPNUS LYCRA 093	1	SEM GTIN
15406	CALCA J. OPPNUS LYCRA 118	1	9820044064889,00
9270	CALCA J. OPPNUS LYCRA 42524, 151	1	9820043673693,00
9212	CALCA J. OPPNUS LYCRA 43670	1	9820043670371,00
13706	CALCA J. OPPNUS LYCRA 43949	1	9820043949620,00
13913	CALCA J. OPPNUS MASC. 43940	2	9820043940610,00
283	CALCA J. OPPNUS MASC. 6452	1	SEM GTIN
3398	CALCA J. POTY RO LYCRA 13898, 14085	1	7890982905119,00
3397	CALCA J. POTY RO LYCRA 14122	1	7897245112413,00
332	CALCA J. POTY RO LYCRA 14190	1	78980592642513,00
2719	CALCA J. POTY RO MASC. 40658	1	7898898028144,00
16550	CALCA J. SAWARY 270956	1	7909763192188,00
1552	CALCA J. SAWARY LYCRA 	1	SEM GTIN
2845	CALCA J. SAWARY LYCRA 02017	2	7895784214414,00
1208	CALCA J. SAWARY LYCRA 225378, 227371	1	7895782519771,00
2842	CALCA J. SAWARY LYCRA 226848, 230516	1	7895782664136,00
1416	CALCA J. SAWARY LYCRA 230273, 4146	5	7895784330978,00
2902	CALCA J. SAWARY LYCRA 246562	1	7895783994980,00
948	CALCA J. SAWARY LYCRA 248510	1	7895784113229,00
1838	CALCA J. SAWARY LYCRA 248855	1	7895784133845,00
165	CALCA J. SAWARY LYCRA 248938	1	7895784138628,00
9113	CALCA J. SAWARY LYCRA 249242, 4495	1	7895784495844,00
16545	CALCA J. SAWARY LYCRA 269347	5	7909763110298,00
16549	CALCA J. SAWARY LYCRA 270819	2	7909763203761,00
16552	CALCA J. SAWARY LYCRA 271190	1	7909763197527,00
729	CALCA J. SAWARY LYCRA 3868	1	7895784139854,00
3236	CALCA J. SAWARY LYCRA 3997	1	7895784257190,00
8028	CALCA J. SAWARY LYCRA 4519	2	7895784519670,00
4249	CALCA J. SAWARY LYCRA 4524 246250	1	7895784275484,00
2890	CALCA J. SAWARY LYCRA 4981	1	7895784981484,00
1965	CALCA J. SAWARY LYCRA 5055	1	7895785055542,00
2381	CALCA J. SAWARY LYCRA 5084	1	7895785084146,00
6246	CALCA J. SAWARY LYCRA BR 10428	3	7895784191883,00
2593	CALCA J. SAWARY LYCRA CIGARRETE 227579	2	7895782730299,00
1934	CALCA J. SAWARY LYCRA CIGARRETE 227609	1	7895782732767,00
5484	CALCA J. SAWARY MASC. 1363,218305,218395	1	7895781899676,00
3726	CALCA J. SAWARY MASC. 1371,219404,223470	1	7895782345769,00
620	CALCA J. SAWARY MASC. 202248,206517,1437	1	7895780241704,00
3727	CALCA J. SAWARY MASC. 208419, 220127	1	7895782063601,00
2762	CALCA J. SAWARY MASC. 227283, 229573	1	7895782892607,00
1665	CALCA J. SAWARY MASC. 229080	1	7895782847300,00
3876	CALCA J. SAWARY MASC. 246860	1	7895784012324,00
3749	CALCA J. SAWARY MASC. 249181	1	7895784152815,00
16546	CALCA J. SAWARY MASC. 270119	3	7909763165069,00
16547	CALCA J. SAWARY MASC. 270517	5	7909763163065,00
1322	CALCA J. SAWARY MASC. 926, 1422	1	7895780120887,00
3411	CALCA J. SAWARY MASC. 947, 5096	3	7895785096392,00
5486	CALCA J. SAWARY MASC. GG 1366	1	7895781004247,00
7051	CALCA J. YOUNG 411	4	7900230125869,00
20023	CALCA J. YOUNG CF805	4	CF80544
1173	CALCA J. YOUNG CF956	8	7900230155651,00
20259	CALCA J. YOUNG CM362	3	CM36238
13148	CALCA J. YOUNG CM471	5	7900230170128,00
20280	CALCA J. YOUNG CROPPED LYCRA 827	5	CF82736
16703	CALCA J. YOUNG LYCRA 269	1	cm26944
3243	CALCA J. YOUNG LYCRA 319	1	SEM GTIN
20459	CALCA J. YOUNG LYCRA 325	2	cm32540
367	CALCA J. YOUNG LYCRA 3253	1	325300838,00
3892	CALCA J. YOUNG LYCRA 3342, 3405, 3492	2	340500842,00
1841	CALCA J. YOUNG LYCRA 3444, 3502	1	344400840,00
2651	CALCA J. YOUNG LYCRA 3552, 6215	1	SEM GTIN
6945	CALCA J. YOUNG LYCRA 382	5	7900230123391,00
1940	CALCA J. YOUNG LYCRA 3953	2	SEM GTIN
23299	CALCA J. YOUNG LYCRA 423	1	cm42338
6154	CALCA J. YOUNG LYCRA 4300	8	SEM GTIN
24821	CALCA J. YOUNG LYCRA 433	2	7900230141760,00
24814	CALCA J. YOUNG LYCRA 438	2	7900230141487,00
11872	CALCA J. YOUNG LYCRA 452	3	SEM GTIN
10641	CALCA J. YOUNG LYCRA 458	6	7900230160396,00
2646	CALCA J. YOUNG LYCRA 500	4	SEM GTIN
2628	CALCA J. YOUNG LYCRA 5152	1	SEM GTIN
9709	CALCA J. YOUNG LYCRA 571	1	SEM GTIN
3959	CALCA J. YOUNG LYCRA 582	4	SEM GTIN
13035	CALCA J. YOUNG LYCRA 615, 616	1	CF61536
4423	CALCA J. YOUNG LYCRA 6172	3	SEM GTIN
13037	CALCA J. YOUNG LYCRA 638	2	cf63848
8	CALCA J. YOUNG LYCRA 6453	1	SEM GTIN
3702	CALCA J. YOUNG LYCRA 6469, 5053J	2	SEM GTIN
8752	CALCA J. YOUNG LYCRA 6507	1	SEM GTIN
2696	CALCA J. YOUNG LYCRA 6563	3	SEM GTIN
17677	CALCA J. YOUNG LYCRA 692	1	cF69242
1350	CALCA J. YOUNG LYCRA 705	2	cf&0548
16756	CALCA J. YOUNG LYCRA 716	1	CF71642
6935	CALCA J. YOUNG LYCRA 762	1	450300840,00
2455	CALCA J. YOUNG LYCRA 812	5	SEM GTIN
20285	CALCA J. YOUNG LYCRA 813	6	CF81348
20461	CALCA J. YOUNG LYCRA 823	2	cf*2338
20458	CALCA J. YOUNG LYCRA 836	2	cf*3648
4738	CALCA J. YOUNG LYCRA 850	5	CF85048
22580	CALCA J. YOUNG LYCRA 866	3	CF86640
13149	CALCA J. YOUNG LYCRA 879	7	7900230121366,00
22655	CALCA J. YOUNG LYCRA 887	4	7900230101641,00
3630	CALCA J. YOUNG LYCRA 893	3	CF89338
2435	CALCA J. YOUNG LYCRA 898	6	7900230103478,00
8303	CALCA J. YOUNG LYCRA 901	1	CF90148
4552	CALCA J. YOUNG LYCRA 920	1	SEM GTIN
24856	CALCA J. YOUNG LYCRA 934	2	SEM GTIN
13036	CALCA J. YOUNG LYCRA 969	4	7900230161409,00
9268	CALCA J. YOUNG LYCRA 978	6	7900230157471,00
13161	CALCA J. YOUNG LYCRA CF809	7	7900230120246,00
1166	CALCA J. YOUNG LYCRA CF963	7	7900230161652,00
3717	CALCA J. YOUNG LYCRA CF964	5	7900230161997,00
1731	CALCA J. YOUNG LYCRA CF980	6	7900230170425,00
1490	CALCA J. YOUNG LYCRA GG 3578	1	357800848,00
2904	CALCA J. YOUNG LYCRA GG 6722	2	SEM GTIN
18027	CALCA J. YOUNG MASC. 109	1	cm!0936
11594	CALCA J. YOUNG MASC. 154	1	SEM GTIN
13162	CALCA J. YOUNG MASC. 155	1	SEM GTIN
3817	CALCA J. YOUNG MASC. 157, 169	2	SEM GTIN
1939	CALCA J. YOUNG MASC. 166	1	SEM GTIN
14277	CALCA J. YOUNG MASC. 217, 227	2	SEM GTIN
16700	CALCA J. YOUNG MASC. 264	2	cM@6440
16696	CALCA J. YOUNG MASC. 270	3	cM27040
17011	CALCA J. YOUNG MASC. 273	1	cm27342
22865	CALCA J. YOUNG MASC. 276	3	cm27638
16697	CALCA J. YOUNG MASC. 290	6	cm@9044
5466	CALCA J. YOUNG MASC. 301	2	SEM GTIN
18022	CALCA J. YOUNG MASC. 321	1	cm#2144
2951	CALCA J. YOUNG MASC. 322	1	SEM GTIN
7033	CALCA J. YOUNG MASC. 326	1	SEM GTIN
18023	CALCA J. YOUNG MASC. 328	2	cm32842
20646	CALCA J. YOUNG MASC. 338	4	cm33844
20457	CALCA J. YOUNG MASC. 359	3	cm35944
20284	CALCA J. YOUNG MASC. 360	1	
20440	CALCA J. YOUNG MASC. 368	2	Cm36836
3445	CALCA J. YOUNG MASC. 392	2	SEM GTIN
22842	CALCA J. YOUNG MASC. 408	1	SEM GTIN
9213	CALCA J. YOUNG MASC. 4101	3	SEM GTIN
18	CALCA J. YOUNG MASC. 4102, 4103, 4105	11	SEM GTIN
8778	CALCA J. YOUNG MASC. 412	11	7900230126842,00
22863	CALCA J. YOUNG MASC. 419	1	SEM GTIN
8319	CALCA J. YOUNG MASC. 424	2	SEM GTIN
792	CALCA J. YOUNG MASC. 426	5	SEM GTIN
8302	CALCA J. YOUNG MASC. 4301	1	SEM GTIN
199	CALCA J. YOUNG MASC. 4312, 5138	1	429100838,00
2213	CALCA J. YOUNG MASC. 4391, 5391	2	439100850,00
5488	CALCA J. YOUNG MASC. 4525, 4734	1	SEM GTIN
6043	CALCA J. YOUNG MASC. 4587, 4630	1	SEM GTIN
3401	CALCA J. YOUNG MASC. 4644, 5806	3	SEM GTIN
14301	CALCA J. YOUNG MASC. 472	6	7900230170630,00
8298	CALCA J. YOUNG MASC. 4804	1	SEM GTIN
421	CALCA J. YOUNG MASC. 4806	1	SEM GTIN
3860	CALCA J. YOUNG MASC. 4901, 4902, 4903	7	SEM GTIN
2317	CALCA J. YOUNG MASC. 4906	6	490600838,00
1635	CALCA J. YOUNG MASC. 4907	11	SEM GTIN
14272	CALCA J. YOUNG MASC. 4908	6	SEM GTIN
3356	CALCA J. YOUNG MASC. 5294	1	SEM GTIN
6505	CALCA J. YOUNG MASC. 5370	3	SEM GTIN
9552	CALCA J. YOUNG MASC. 5593	1	SEM GTIN
3210	CALCA J. YOUNG MASC. 5813, 151	1	SEM GTIN
85	CALCA J. YOUNG MASC. 5894	1	SEM GTIN
4151	CALCA J. YOUNG MASC. 5900, 5844	1	SEM GTIN
3708	CALCA J. YOUNG MASC. 6364, 5931	1	SEM GTIN
8300	CALCA J. YOUNG MASC. 809	1	SEM GTIN
2499	CALCA J. YOUNG MASC. CM339	4	cM#3938
15293	CALCA JOGGINR OPPNUS 012	4	9820044054897,00
4448	CALCA JUV. MOL. LUNENDER 68968	1	7909683782131,00
9129	CALCA LEGGING DOCE TRAMA 30216	2	7898469842773,00
8418	CALCA LEGGING ELITE 119391	1	7892888014056,00
2895	CALCA LEGGING ELITE 119510	1	7892888121600,00
2516	CALCA LEGGING ELITE 119525	1	7892888165598,00
9762	CALCA LEGGING ELITE 119557	3	7892888186302,00
1621	CALCA LEGGING ELITE 119608	7	7892888351069,00
7987	CALCA LEGGING ELITE 119708	1	7892888989750,00
8198	CALCA LEGGING ELITE 119731	1	7892888016463,00
14520	CALCA LEGGING ELITE 129084	1	7892888445737,00
16665	CALCA LEGGING ELITE 129188	1	7892888715076,00
16753	CALCA LEGGING ELITE 129195	2	7892888719593,00
20814	CALCA LEGGING ELITE 129307	5	7892888545734,00
24293	CALCA LEGGING ELITE 129317	2	7892888676964,00
24294	CALCA LEGGING ELITE 129327	3	7892888696764,00
24322	CALCA LEGGING ELITE 129388	6	7892888874667,00
4005	CALCA LEGGING ELITE 129400	10	7892888982379,00
6502	CALCA LEGGING ELITE 129401	3	7892888983192,00
10039	CALCA LEGGING ELITE 129403	4	7892888984410,00
6991	CALCA LEGGING ELITE 129445	4	7892888175191,00
8731	CALCA LEGGING ELITE 129470	12	7892888341992,00
20514	CALCA LEGGING ELITE EG1-EG3 129363	4	7892888771591,00
3735	CALCA LEGGING ELITE EG1-EG4 119910	11	
6312	CALCA LEGGING ELITE M-G 119546	1	7892888148447,00
11117	CALCA LEGGING ELITE P-GG 119910	21	7892888452773,00
24303	CALCA LEGGING ELITE P-GG 129363	15	7892888771423,00
8838	CALCA LEGGING SELENE 20810	5	7891290776934,00
13008	CALCA LEGGING SELENE 20815	5	7891290797663,00
16982	CALCA LEGGING SELENE 20888	2	7891290918150,00
13009	CALCA LEGGING SELENE 20891	1	7891290914213,00
25157	CALCA LEGGING SELENE 20955	7	7891290027999,00
18309	CALCA LEGGING SELENE 20960	2	7891290940694,00
25221	CALCA LEGGING SELENE 20961	9	
17842	CALCA LEGGING SELENE 20965	1	7891290914886,00
19378	CALCA LEGGING SELENE 20985	7	7891290958897,00
22824	CALCA LEGGING SELENE 24626	2	7891290064956,00
16976	CALCA LEGGING SELENE 24663	1	7891290098654,00
25444	CALCA LEGGING SELENE 24668	2	7891290098494,00
16977	CALCA LEGGING SELENE 24820	2	7891290912646,00
15543	CALCA LEGGING SELENE 24822	1	7891290876603,00
16975	CALCA LEGGING SELENE 24828	1	7891290912684,00
25159	CALCA LEGGING SELENE 24838	1	7891290078342,00
18304	CALCA LEGGING SELENE 24860	1	7891290939858,00
18305	CALCA LEGGING SELENE 24864	1	7891290941615,00
19027	CALCA LEGGING SELENE 24866	1	7891290955872,00
19029	CALCA LEGGING SELENE 24870	1	7891290957180,00
19030	CALCA LEGGING SELENE 24935	3	7891290829203,00
3449	CALCA LOGGER OPOSICAO 61733	5	7909888162523,00
4251	CALCA LUNENDER 75237	1	7909352804010,00
23176	CALCA LUNENDER 76275	2	7900066484901,00
24563	CALCA LUNENDER ALFAIATARIA 65823	1	7900066643230,00
14278	CALCA MASC. YOUNG 219	1	SEM GTIN
13490	CALCA MILITAR DOCE TRAMA 102892	1	7898469496693,00
3946	CALCA MOL. 106246	1	7909919042541,00
18465	CALCA MOL. 93079	4	7909879899643,00
18466	CALCA MOL. 98612	2	7909919211466,00
18462	CALCA MOL. 99065	1	7909919128481,00
16672	CALCA MOL. ELITE 4288	1	7892888663872,00
15493	CALCA MOL. MOMENTUS 55129	2	7899833935169,00
15494	CALCA MOL. MOMENTUS 55133	1	7899833961113,00
8511	CALCA MONTARIA SELENE 20995	2	7891290783086,00
16973	CALCA MONTARIA SELENE 20996	4	7891290913407,00
21448	CALCA OPOSICAO 68251	1	7909888622270,00
5688	CALCA OPOSICAO FEM. 77803	1	7900203496590,00
12214	CALCA PANTACOURT LECIMAR 1946	3	
156	CALCA SOCIAL ALPHA CLASS 116	1	35676,00
1984	CALCA SOCIAL ALPHA CLASS 119, 120	1	35700,00
8426	CALCA SOCIAL ALPHA CLASS 3020	1	SEM GTIN
2956	CALCA SOCIAL AMIL 1574	26	1000000108057,00
19398	CALCA SOCIAL AMIL 1790	4	7908280790006,00
2955	CALCA SOCIAL LUVAL	2	SEM GTIN
36	CALCA SOCIAL MULTITEXTIL	1	SEM GTIN
1225	CALCA SOCIAL WPP 128, 170	1	SEM GTIN
797	CALCA SOCIAL WPP GG 0117	4	35683,00
3451	CALCA SOCIAL WPP GG 141	1	38308,00
19390	CALCA TEC-TEL AMIL 1756	8	7908280770626,00
3460	CALCA TEC-TEL AMIL 777	6	7898570495622,00
24286	CALCA TEC-TEL ELITE EG-EGG 4100	3	7892888809324,00
828	CALCA TEC-TEL ELITE EG1-EG3 4300	2	7892888703271,00
411	CALCA TEC-TEL ELITE P-GG 4100	29	7892888946913,00
25677	CALCA TEC-TEL ELITE P-GG 4300	8	7892888703417,00
3633	CALCA TEC-TEL RITMUS	1	SEM GTIN
22645	CALCA UAI BRASIL C601	1	7899183548361,00
35	CALCA VERSIGION 014	1	SEM GTIN
8393	CAMISA AMIL 1514	2	7898661200692,00
9454	CAMISA AMIL 1519	1	7898661201491,00
9831	CAMISA AMIL 1560	1	7898662831703,00
9832	CAMISA AMIL 1572	1	7898671314419,00
10290	CAMISA AMIL 1583	1	7898671310695,00
8402	CAMISA AMIL 1614	3	7898671316987,00
11961	CAMISA AMIL 1618	1	7898671318240,00
11964	CAMISA AMIL 1643	1	7908280706359,00
14479	CAMISA AMIL 1677	1	7908280720201,00
14484	CAMISA AMIL 1703	1	7908280737704,00
19387	CAMISA AMIL 1741	5	7908280759355,00
19392	CAMISA AMIL 1770	4	7908280779919,00
19397	CAMISA AMIL 1789	5	7908280789444,00
11969	CAMISA AMIL 3000	2	7908280711315,00
11970	CAMISA AMIL 3003	4	7908280719519,00
14489	CAMISA AMIL 3005	1	7908280723332,00
14490	CAMISA AMIL 3009	7	7908280730460,00
19406	CAMISA AMIL 3022	3	7908280785910,00
19407	CAMISA AMIL 3024	6	7908280793748,00
2754	CAMISA AMIL 510 	2	7898570497909,00
5731	CAMISA AMIL 530	1	SEM GTIN
2069	CAMISA AMIL 633	1	SEM GTIN
9835	CAMISA AMIL 928	1	7898643630400,00
5394	CAMISA AMIL 957	2	7898570499804,00
5029	CAMISA AMIL LANXINU	1	SEM GTIN
5030	CAMISA AMIL MICROLEVE 440	4	7898643637317,00
4068	CAMISA AMIL STAND 420, 861	1	7898570497107,00
25518	CAMISA BIOGAS 67873	1	1234568728192,00
25525	CAMISA BIOGAS 68079	4	1234568885598,00
18269	CAMISA DOCE TRAMA 103578	1	7898469608348,00
19985	CAMISA DOCE TRAMA 103931	3	7900096019708,00
19467	CAMISA DOCE TRAMA 103964	2	7898469671748,00
21788	CAMISA DOCE TRAMA 104490	3	7900096056314,00
25814	CAMISA DOCE TRAMA 106416	3	7900096407734,00
739	CAMISA FATAL 07020007, 08063, 8042	1	7891000444573,00
9826	CAMISA J. ML. AMIL 1525	1	7898661202191,00
8394	CAMISA J. ML. AMIL 965, 1515	1	7898661200937,00
3882	CAMISA J. ML. AMIL AMAZON 970	1	7898643630202,00
7996	CAMISA J. ML. FERREIRA  	2	SEM GTIN
11016	CAMISA J. ML. OPPNUS 015	1	9820043488969,00
9376	CAMISA J. OPPNUS 019	1	SEM GTIN
9752	CAMISA J. OPPNUS 2771	2	SEM GTIN
2446	CAMISA LEBARON	1	SEM GTIN
9619	CAMISA ML. AMIL 1501	1	7908280743903,00
14470	CAMISA ML. AMIL 1511	3	7908280705871,00
9003	CAMISA ML. AMIL 1521	1	7898643634729,00
9830	CAMISA ML. AMIL 1559	1	7898662836647,00
726	CAMISA ML. AMIL 1566	3	7898662834032,00
10293	CAMISA ML. AMIL 1609	2	7898671315232,00
14474	CAMISA ML. AMIL 1639	5	7908280704874,00
14475	CAMISA ML. AMIL 1642	3	7908280705901,00
10298	CAMISA ML. AMIL 1645	1	7908280706984,00
14476	CAMISA ML. AMIL 1658	3	7908280712008,00
9618	CAMISA ML. AMIL 1660	1	7908280712770,00
14477	CAMISA ML. AMIL 1667	2	1000000203936,00
14478	CAMISA ML. AMIL 1672	4	7908280717225,00
14473	CAMISA ML. AMIL 1689	2	7908280726586,00
14480	CAMISA ML. AMIL 1691	1	1000000165876,00
14481	CAMISA ML. AMIL 1694	4	1000000205466,00
14482	CAMISA ML. AMIL 1696	2	7908280731610,00
19385	CAMISA ML. AMIL 1729	2	7908280752301,00
19389	CAMISA ML. AMIL 1750	2	7908280768333,00
19394	CAMISA ML. AMIL 1779	1	7908280785392,00
19395	CAMISA ML. AMIL 1783	2	7908280787143,00
19401	CAMISA ML. AMIL 1795	3	7908280792550,00
19402	CAMISA ML. AMIL 1796	2	7908280793960,00
19403	CAMISA ML. AMIL 1802	4	7908280795612,00
19404	CAMISA ML. AMIL 3006	5	7908280725930,00
14491	CAMISA ML. AMIL 3012	2	7908280735182,00
19405	CAMISA ML. AMIL 3015	3	7908280758266,00
553	CAMISA ML. AMIL 370	3	7890000004619,00
2658	CAMISA ML. AMIL 535, 735	1	SEM GTIN
6754	CAMISA ML. AMIL 696, 630	1	7898570493413,00
8396	CAMISA ML. AMIL 809	2	7898570491495,00
8068	CAMISA ML. AMIL 822	4	7898570498340,00
8398	CAMISA ML. AMIL 823	1	7898570491143,00
7893	CAMISA ML. AMIL 825, 831	1	7898570493277,00
8400	CAMISA ML. AMIL 843	1	7898570491754,00
5902	CAMISA ML. AMIL 853	2	7898570493109,00
3828	CAMISA ML. AMIL 858	2	7898570495127,00
8397	CAMISA ML. AMIL 938	1	7898570499170,00
9608	CAMISA ML. AMIL 945	1	7898570499361,00
9610	CAMISA ML. AMIL 958	1	7898643630080,00
9614	CAMISA ML. AMIL 980	2	7898643631094,00
9617	CAMISA ML. AMIL 997	1	7898643632015,00
3367	CAMISA ML. AMIL JAGUAR 731	1	7898570493246,00
324	CAMISA ML. AMIL LAGUNA 845	2	7898570496933,00
5773	CAMISA ML. AMIL MICROLEVE 832	8	7898570493215,00
8066	CAMISA ML. AMIL PORTO 774	1	7898570496698,00
5527	CAMISA ML. AMIL SILVER 505, 786 	1	7898570498050,00
5840	CAMISA ML. AMIL STAND 705	1	7898570493482,00
3481	CAMISA ML. AMIL TAYME 930	1	7898570499156,00
8071	CAMISA ML. AMIL TORRE 962	3	7898570499620,00
8072	CAMISA ML. AMIL URAN 944	2	7898570499347,00
8070	CAMISA ML. AMIL ZURIQUE 940	5	7898570499255,00
25831	CAMISA ML. BIOGAS 66981	5	1234568433324,00
2358	CAMISA ML. CA-VA	2	SEM GTIN
21848	CAMISA ML. DOCE TRAMA 104521	2	7900096068874,00
20809	CAMISA ML. DOCE TRAMA 104523	2	7900096068942,00
10174	CAMISA ML. ESPACO LIVRE 53	1	SEM GTIN
7995	CAMISA ML. FERREIRA 	1	SEM GTIN
5602	CAMISA ML. LEBARONI 2607, 2613, 2711	1	SEM GTIN
5338	CAMISA ML. LUX XURY 	2	SEM GTIN
12347	CAMISA ML. OPOSICAO FEM. 47958	1	7909642267822,00
2347	CAMISA ML. POLO MICROFIBRA	2	SEM GTIN
937	CAMISA ML. POLO POOL	2	SEM GTIN
168	CAMISA ML. VENUS 150	4	7898469300990,00
2345	CAMISA ML. VENUS 151	1	7898469300709,00
8610	CAMISA OPOSICAO FEM. 76830	1	7900203499119,00
20247	CAMISA OPOSICAO MASC. 65247	1	7909888343168,00
25512	CAMISA POLO BIOGAS 61031	8	1234568561331,00
25514	CAMISA POLO BIOGAS 61042	12	4700001063535,00
17230	CAMISA POLO BIOGAS 67637	5	1234568640685,00
25526	CAMISA POLO BIOGAS 68111	3	1234568897584,00
11279	CAMISA POLO BIOGAS 68120	2	1234568906200,00
